SweepID,RunNumber,FileName,ET_s,SA_deg,FY_N,FZ_Raw_N,FZ_Load_N,IA_deg,P_kPa,V_kph,SL,SweepType,StructuralLegID,Stage2RegionID,LegType,FullSweepID,StructuralRole,Direction,QCPass,ModelRouting,SweepFZ_Mean_N,SweepFZ_Median_N,SweepPressure_Mean_psi,SweepIA_Mean_deg,SweepSpeed_Mean_mph
1,2,B1965run2.mat,282.51,8.069,-2549.47,-1111.99,1111.99,0.006,83.07,40.21,-0,MAIN_CORNERING_PART_1,2,1,FULL_CENTRAL_SWEEP_RAW,1,FULL_CENTRAL_SWEEP,POS_TO_NEG,1,PRIMARY_MODEL_FIT,1085.10939163498,1081.305,12.0921849842358,-0.00104372623574144,24.9889504608675
1,2,B1965run2.mat,282.52,8.056,-2538.92,-1105.18,1105.18,-0.019,82.46,40.23,-0,MAIN_CORNERING_PART_1,2,1,FULL_CENTRAL_SWEEP_RAW,1,FULL_CENTRAL_SWEEP,POS_TO_NEG,1,PRIMARY_MODEL_FIT,1085.10939163498,1081.305,12.0921849842358,-0.00104372623574144,24.9889504608675
1,2,B1965run2.mat,282.53,8.009,-2528.04,-1101.62,1101.62,0.01,82.51,40.24,-0,MAIN_CORNERING_PART_1,2,1,FULL_CENTRAL_SWEEP_RAW,1,FULL_CENTRAL_SWEEP,POS_TO_NEG,1,PRIMARY_MODEL_FIT,1085.10939163498,1081.305,12.0921849842358,-0.00104372623574144,24.9889504608675
1,2,B1965run2.mat,282.54,7.956,-2512.76,-1099.73,1099.73,-0.01,82.86,40.25,-0,MAIN_CORNERING_PART_1,2,1,FULL_CENTRAL_SWEEP_RAW,1,FULL_CENTRAL_SWEEP,POS_TO_NEG,1,PRIMARY_MODEL_FIT,1085.10939163498,1081.305,12.0921849842358,-0.00104372623574144,24.9889504608675
1,2,B1965run2.mat,282.55,7.925,-2501.13,-1099.85,1099.85,-0.003,83.37,40.26,-0,MAIN_CORNERING_PART_1,2,1,FULL_CENTRAL_SWEEP_RAW,1,FULL_CENTRAL_SWEEP,POS_TO_NEG,1,PRIMARY_MODEL_FIT,1085.10939163498,1081.305,12.0921849842358,-0.00104372623574144,24.9889504608675
1,2,B1965run2.mat,282.56,7.895,-2497.09,-1107.35,1107.35,0.001,83.32,40.3,-0,MAIN_CORNERING_PART_1,2,1,FULL_CENTRAL_SWEEP_RAW,1,FULL_CENTRAL_SWEEP,POS_TO_NEG,1,PRIMARY_MODEL_FIT,1085.10939163498,1081.305,12.0921849842358,-0.00104372623574144,24.9889504608675
1,2,B1965run2.mat,282.57,7.855,-2503.35,-1115.8,1115.8,-0.006,82.97,40.33,-0,MAIN_CORNERING_PART_1,2,1,FULL_CENTRAL_SWEEP_RAW,1,FULL_CENTRAL_SWEEP,POS_TO_NEG,1,PRIMARY_MODEL_FIT,1085.10939163498,1081.305,12.0921849842358,-0.00104372623574144,24.9889504608675
1,2,B1965run2.mat,282.58,7.817,-2514.48,-1124.14,1124.14,0.003,82.41,40.31,-0,MAIN_CORNERING_PART_1,2,1,FULL_CENTRAL_SWEEP_RAW,1,FULL_CENTRAL_SWEEP,POS_TO_NEG,1,PRIMARY_MODEL_FIT,1085.10939163498,1081.305,12.0921849842358,-0.00104372623574144,24.9889504608675
1,2,B1965run2.mat,282.59,7.754,-2526.27,-1126.61,1126.61,0.012,82.26,40.34,-0,MAIN_CORNERING_PART_1,2,1,FULL_CENTRAL_SWEEP_RAW,1,FULL_CENTRAL_SWEEP,POS_TO_NEG,1,PRIMARY_MODEL_FIT,1085.10939163498,1081.305,12.0921849842358,-0.00104372623574144,24.9889504608675
1,2,B1965run2.mat,282.6,7.712,-2529.6,-1121.13,1121.13,-0.003,82.71,40.32,-0,MAIN_CORNERING_PART_1,2,1,FULL_CENTRAL_SWEEP_RAW,1,FULL_CENTRAL_SWEEP,POS_TO_NEG,1,PRIMARY_MODEL_FIT,1085.10939163498,1081.305,12.0921849842358,-0.00104372623574144,24.9889504608675
